Id,SalePrice
1614,123813.22
1615,87805.44
1616,76850.75
1617,86117.88
1618,128872.164
1619,137050.19
1620,157130.98
1621,134148.88
1622,150400.84
1623,306969.7
1624,212909.19
1625,118817.67
1626,166301.14
1627,189325.17
1628,267590.88
1629,179328.75
1630,385841.2
1631,224365.44
1632,261523.34
1633,175054.6
1634,188998.53
1635,177932.25
1636,158685.58
1637,172540.03
1638,195947.83
1639,180362.27
1640,249549.98
1641,179924.25
1642,222776.61
1643,220695.16
1644,235679.48
1645,213035.89
1646,156292.42
1647,157108.77
1648,127802.234
1649,141521.05
1650,105051.9
1651,121016.67
1652,92347.03
1653,95828.695
1654,150788.69
1655,151200.84
1656,148034.53
1657,155337.45
1658,146482.69
1659,143335.9
1660,151744.58
1661,455250.3
1662,384304.03
1663,372490.78
1664,478000.25
1665,330532.8
1666,305723.75
1667,364543.5
1668,337128.5
1669,294404.16
1670,340142.84
1671,261509.52
1672,463905.06
1673,290158.5
1674,255800.34
1675,181805.28
1676,194831.36
1677,225718.27
1678,465069.84
1679,386744.84
1680,325784.75
1681,258120.47
1682,295074.97
1683,179214.77
1684,173356.42
1685,173359.42
1686,168008.98
1687,167197.5
1688,182170.62
1689,185034.36
1690,186065.58
1691,179021.28
1692,268724.7
1693,162324.78
1694,185374.58
1695,169664.56
1696,271051.03
1697,174953.33
1698,379890.25
1699,344720.56
1700,251445.3
1701,261931.56
1702,248971.8
1703,249503.02
1704,296343.53
1705,242924.72
1706,490587.53
1707,229076.9
1708,226488.33
1709,285988.4
1710,227464.5
1711,263154.62
1712,228714.3
1713,251148.83
1714,219790.02
1715,207803.45
1716,185840.7
1717,167747.69
1718,139609.81
1719,197265.14
1720,260402.22
1721,163245.05
1722,123178.836
1723,151163.17
1724,209035.22
1725,236377.17
1726,191903.86
1727,167542.97
1728,184093.84
1729,162799.73
1730,169008.84
1731,119534.555
1732,132568.58
1733,120071.84
1734,120182.55
1735,132537.94
1736,115030.93
1737,348167.8
1738,213911.34
1739,258438.86
1740,208273.83
1741,191820.6
1742,176542.14
1743,173979.11
1744,299552.34
1745,250032.03
1746,252340.52
1747,217975.1
1748,216424.06
1749,152028.3
1750,138999.38
1751,230945.22
1752,120132.77
1753,131804.33
1754,204561.73
1755,165466.0
1756,130108.29
1757,125752.14
1758,144479.72
1759,155890.6
1760,154654.06
1761,139394.89
1762,160906.22
1763,171965.22
1764,114206.04
1765,166148.34
1766,174302.1
1767,217317.81
1768,141420.34
1769,158504.05
1770,141022.16
1771,123325.32
1772,138129.73
1773,141754.44
1774,120758.875
1775,134379.92
1776,128472.266
1777,117573.81
1778,135237.28
1779,112718.81
1780,174256.86
1781,127384.67
1782,98638.51
1783,135961.64
1784,104087.66
1785,117417.05
1786,131906.16
1787,166908.8
1788,52655.15
1789,92701.305
1790,92090.195
1791,181498.53
1792,155681.31
1793,134248.17
1794,147266.25
1795,134236.98
1796,121397.2
1797,108956.08
1798,126683.63
1799,118356.0
1800,122619.734
1801,129923.32
1802,135159.53
1803,143597.97
1804,142389.72
1805,133375.31
1806,116869.56
1807,125341.17
1808,116375.74
1809,118349.75
1810,143975.42
1811,115567.586
1812,103691.23
1813,120955.75
1814,93031.47
1815,55892.85
1816,98236.68
1817,117285.17
1818,142878.38
1819,110479.95
1820,67779.44
1821,117279.92
1822,157472.53
1823,45575.4
1824,146321.62
1825,146506.02
1826,96947.42
1827,103948.086
1828,148030.48
1829,106836.94
1830,149596.97
1831,142766.14
1832,93193.69
1833,142183.34
1834,113368.34
1835,132523.92
1836,134042.19
1837,82864.96
1838,123922.29
1839,86850.555
1840,178534.25
1841,144402.02
1842,80443.125
1843,138272.78
1844,143495.94
1845,137139.8
1846,155245.89
1847,158064.38
1848,53088.387
1849,112802.95
1850,128230.414
1851,160183.67
1852,128397.55
1853,129957.7
1854,169545.2
1855,146571.86
1856,223371.58
1857,164996.69
1858,134442.84
1859,117452.55
1860,150730.84
1861,119271.26
1862,266935.28
1863,266061.94
1864,266061.94
1865,303379.62
1866,321910.97
1867,241732.39
1868,305060.5
1869,200734.64
1870,233682.22
1871,249506.66
1872,173134.86
1873,232428.89
1874,148510.17
1875,198938.9
1876,196836.16
1877,209762.88
1878,204636.38
1879,135069.86
1880,136897.88
1881,235533.42
1882,244951.16
1883,202280.36
1884,206968.75
1885,266303.03
1886,303966.78
1887,199750.23
1888,270694.25
1889,153673.0
1890,136978.61
1891,142625.62
1892,113283.97
1893,132677.89
1894,129416.91
1895,145251.8
1896,131845.6
1897,118189.52
1898,108393.695
1899,149802.83
1900,147377.98
1901,184080.69
1902,129013.52
1903,207026.95
1904,139129.61
1905,192331.56
1906,167536.53
1907,211373.8
1908,127813.1
1909,134982.78
1910,123176.914
1911,209556.94
1912,271666.78
1913,153043.66
1914,70638.2
1915,340382.25
1916,72478.37
1917,253161.38
1918,144770.38
1919,161701.88
1920,143181.6
1921,419450.38
1922,310244.4
1923,226190.23
1924,246615.31
1925,225332.97
1926,370402.47
1927,139789.94
1928,164285.12
1929,128329.43
1930,137070.05
1931,137001.33
1932,140731.77
1933,179998.23
1934,184308.94
1935,173476.75
1936,188793.33
1937,184314.64
1938,170763.64
1939,261954.28
1940,199132.92
1941,174687.95
1942,190615.55
1943,201183.38
1944,323711.12
1945,382355.06
1946,173732.27
1947,329103.22
1948,169501.16
1949,259775.56
1950,180463.81
1951,259105.62
1952,247891.66
1953,167637.78
1954,176093.33
1955,131101.7
1956,271620.06
1957,160939.9
1958,310022.53
1959,129937.35
1960,116876.71
1961,112670.54
1962,97027.7
1963,106490.125
1964,110573.125
1965,150141.83
1966,146852.8
1967,314510.78
1968,427841.28
1969,379621.97
1970,425264.7
1971,480732.16
1972,352569.5
1973,261357.55
1974,316584.12
1975,472684.53
1976,271048.7
1977,360154.16
1978,374468.6
1979,321772.28
1980,193003.05
1981,329014.84
1982,245219.44
1983,224409.17
1984,164028.75
1985,219835.97
1986,206262.2
1987,171089.36
1988,176999.4
1989,191547.56
1990,218396.55
1991,242930.98
1992,217194.0
1993,165961.03
1994,238149.81
1995,180493.73
1996,218457.58
1997,354069.44
1998,336135.56
1999,261790.27
2000,306902.34
2001,272455.03
2002,231603.8
2003,242893.84
2004,261808.9
2005,246142.64
2006,231058.17
2007,243235.69
2008,213818.98
2009,196514.28
2010,184966.83
2011,143985.64
2012,178364.61
2013,185720.8
2014,188443.9
2015,197615.08
2016,197921.67
2017,203705.06
2018,120355.51
2019,128450.84
2020,114698.38
2021,112446.555
2022,185295.95
2023,140113.4
2024,228387.02
2025,377880.47
2026,179266.73
2027,151052.4
2028,146766.08
2029,182563.58
2030,276187.9
2031,257506.77
2032,282384.72
2033,254919.25
2034,162742.38
2035,220462.17
2036,179912.06
2037,190665.25
2038,353695.34
2039,215223.98
2040,384966.75
2041,290492.4
2042,208802.9
2043,167736.73
2044,170527.83
2045,228268.27
2046,123838.29
2047,149521.11
2048,138083.7
2049,128452.195
2050,177397.5
2051,104681.07
2052,124361.44
2053,144831.31
2054,78961.79
2055,160481.48
2056,136014.5
2057,115811.18
2058,243784.67
2059,122744.56
2060,170925.86
2061,174276.2
2062,133246.22
2063,112723.06
2064,138110.1
2065,121176.46
2066,170940.25
2067,111252.37
2068,126997.54
2069,80500.14
2070,106484.16
2071,91549.31
2072,127695.99
2073,136461.02
2074,186356.17
2075,148956.39
2076,119569.195
2077,153993.17
2078,126369.625
2079,124455.83
2080,113173.29
2081,119578.41
2082,136481.8
2083,136618.47
2084,109579.14
2085,128719.79
2086,122581.88
2087,116665.94
2088,105977.01
2089,81670.836
2090,124249.484
2091,129305.0
2092,134437.31
2093,128713.65
2094,121852.59
2095,153291.6
2096,77494.84
2097,103697.35
2098,149265.6
2099,59778.047
2100,99021.2
2101,125664.84
2102,127492.41
2103,105663.67
2104,126992.03
2105,130258.43
2106,75394.14
2107,236670.56
2108,121163.08
2109,117145.13
2110,128609.16
2111,148847.06
2112,138955.5
2113,127234.14
2114,109766.26
2115,161217.33
2116,123688.73
2117,149872.53
2118,121315.67
2119,102975.41
2120,118020.41
2121,107770.97
2122,104934.83
2123,79947.72
2124,161407.84
2125,119935.195
2126,162185.58
2127,163591.39
2128,129218.1
2129,104192.52
2130,141669.19
2131,160135.1
2132,116534.47
2133,118791.664
2134,121162.016
2135,106789.586
2136,83323.39
2137,113804.33
2138,138624.56
2139,154355.03
2140,139969.9
2141,150581.94
2142,135158.36
2143,149427.8
2144,111948.59
2145,133563.92
2146,165024.47
2147,152099.48
2148,126629.73
2149,150810.56
2150,251609.27
2151,128082.95
2152,191032.47
2153,173765.23
2154,114443.086
2155,139221.77
2156,240646.75
2157,246519.69
2158,247302.58
2159,215444.08
2160,166340.69
2161,258141.97
2162,364209.12
2163,312205.2
2164,267030.1
2165,191746.33
2166,149074.06
2167,210248.9
2168,213426.23
2169,191554.58
2170,223805.83
2171,147421.25
2172,132550.02
2173,159122.19
2174,233446.23
2175,284637.5
2176,327265.5
2177,247322.03
2178,219080.69
2179,140647.9
2180,224070.92
2181,187995.2
2182,231203.84
2183,193004.98
2184,132700.06
2185,116828.44
2186,148063.95
2187,152927.39
2188,159692.83
2189,198451.45
2190,83323.29
2191,82430.43
2192,94856.305
2193,96033.24
2194,102650.87
2195,109232.0
2196,108211.63
2197,121595.66
2198,160482.62
2199,186160.34
2200,129208.42
2201,137071.12
2202,210748.34
2203,157312.44
2204,198217.64
2205,104862.65
2206,136652.66
2207,223155.38
2208,242505.2
2209,213565.64
2210,134504.02
2211,115441.01
2212,115639.01
2213,107289.086
2214,130688.52
2215,103249.836
2216,137420.53
2217,87353.984
2218,82926.23
2219,71612.305
2220,77161.68
2221,340749.66
2222,235436.86
2223,277800.12
2224,214753.39
2225,120279.44
2226,184385.44
2227,193507.77
2228,277194.28
2229,245443.0
2230,169776.02
2231,205750.12
2232,180005.86
2233,179687.83
2234,273695.5
2235,207405.17
2236,289040.38
2237,368508.7
2238,200487.0
2239,111857.33
2240,158085.58
2241,161151.78
2242,127456.055
2243,118546.68
2244,102728.22
2245,99257.49
2246,149174.88
2247,105546.2
2248,126961.984
2249,126458.91
2250,135351.33
2251,130234.53
2252,183915.36
2253,158337.56
2254,178068.83
2255,194148.64
2256,184145.69
2257,197014.61
2258,168198.98
2259,177084.27
2260,152801.89
2261,175538.22
2262,194914.19
2263,337094.66
2264,424005.1
2265,172203.73
2266,304195.2
2267,378112.9
2268,403666.25
2269,158164.89
2270,181218.56
2271,249225.08
2272,203294.44
2273,160751.36
2274,179794.58
2275,163710.36
2276,187892.9
2277,191862.5
2278,154960.03
2279,128055.71
2280,123539.586
2281,175198.16
2282,177781.77
2283,98940.35
2284,108102.46
2285,147201.42
2286,125328.9
2287,344305.75
2288,273043.9
2289,357738.7
2290,437508.28
2291,330506.22
2292,419378.78
2293,481700.44
2294,384335.2
2295,447311.8
2296,307698.5
2297,314870.5
2298,330855.88
2299,430098.66
2300,333699.72
2301,282084.0
2302,234414.44
2303,240380.08
2304,236482.3
2305,181454.88
2306,183081.98
2307,189871.14
2308,209031.86
2309,295616.66
2310,224951.58
2311,185787.17
2312,183033.73
2313,175540.0
2314,168661.42
2315,173555.56
2316,191292.5
2317,185290.61
2318,180697.39
2319,176293.73
2320,193475.44
2321,260839.5
2322,165221.03
2323,178694.44
2324,166030.73
2325,218710.84
2326,166951.81
2327,220681.66
2328,235671.81
2329,186845.7
2330,176832.97
2331,368424.5
2332,438251.8
2333,304761.06
2334,260003.14
2335,260781.88
2336,324650.88
2337,220746.64
2338,306429.66
2339,221273.83
2340,385634.88
2341,205736.94
2342,250304.5
2343,226628.1
2344,236808.02
2345,233997.23
2346,225257.72
2347,202852.16
2348,243397.5
2349,160097.48
2350,273968.88
2351,246089.45
2352,237939.81
2353,234125.78
2354,133424.61
2355,146592.33
2356,152582.23
2357,194493.06
2358,197242.81
2359,124215.34
2360,122481.03
2361,138727.5
2362,278320.03
2363,139684.42
2364,157654.2
2365,249981.3
2366,182233.72
2367,210842.72
2368,207245.6
2369,208934.62
2370,179623.27
2371,174126.11
2372,178368.66
2373,274844.47
2374,295394.84
2375,261887.58
2376,289745.38
2377,382632.06
2378,138019.14
2379,174390.39
2380,142642.73
2381,154589.81
2382,188243.03
2383,203690.52
2384,252627.02
2385,159814.25
2386,137763.9
2387,136667.64
2388,100565.805
2389,125851.59
2390,145868.89
2391,137277.05
2392,114707.67
2393,164869.8
2394,143657.84
2395,201330.67
2396,147078.61
2397,215054.0
2398,122008.99
2399,42397.965
2400,53925.34
2401,120519.38
2402,138034.12
2403,130443.74
2404,145537.67
2405,166511.33
2406,137240.86
2407,128678.57
2408,143143.56
2409,128849.02
2410,175143.78
2411,119590.35
2412,158683.75
2413,136617.06
2414,144569.38
2415,120990.17
2416,128347.29
2417,130869.12
2418,123122.01
2419,130173.67
2420,127069.75
2421,155129.97
2422,116381.36
2423,133196.42
2424,162274.36
2425,175529.0
2426,120467.72
2427,139576.98
2428,176408.36
2429,112092.28
2430,133272.7
2431,104269.29
2432,140462.03
2433,144027.64
2434,138470.45
2435,143683.7
2436,107867.94
2437,111377.75
2438,122912.875
2439,102959.44
2440,119076.43
2441,105119.12
2442,99984.85
2443,121139.164
2444,138512.5
2445,86099.51
2446,126168.63
2447,213525.62
2448,139663.67
2449,107354.445
2450,149940.28
2451,127572.65
2452,199597.03
2453,100041.14
2454,124987.49
2455,109546.46
2456,143827.33
2457,127880.25
2458,110726.13
2459,104712.42
2460,138648.17
2461,121433.59
2462,147919.31
2463,123686.98
2464,174707.72
2465,133646.73
2466,104670.445
2467,151216.36
2468,78607.87
2469,75449.445
2470,171431.27
2471,199783.95
2472,168998.97
2473,118643.734
2474,98680.234
2475,221784.36
2476,114415.18
2477,130285.05
2478,156319.92
2479,108950.85
2480,148049.11
2481,127569.03
2482,130141.516
2483,112580.12
2484,124205.875
2485,127311.35
2486,157414.23
2487,178184.34
2488,161964.66
2489,147056.92
2490,158840.0
2491,84362.234
2492,182758.06
2493,149399.98
2494,166541.62
2495,85625.234
2496,240340.98
2497,152681.38
2498,109165.805
2499,92185.055
2500,128450.08
2501,137650.3
2502,147595.23
2503,97539.29
2504,198754.89
2505,235111.53
2506,261841.7
2507,297197.47
2508,256281.39
2509,218335.67
2510,228916.19
2511,177276.11
2512,208968.1
2513,209937.3
2514,226568.44
2515,157595.97
2516,164272.1
2517,139867.0
2518,147164.64
2519,216217.94
2520,208615.67
2521,185710.12
2522,219993.53
2523,122982.63
2524,134241.06
2525,150572.45
2526,135407.27
2527,109598.06
2528,124148.9
2529,132049.1
2530,119516.59
2531,229432.56
2532,221187.08
2533,203709.27
2534,240731.66
2535,330590.0
2536,234653.98
2537,224931.78
2538,181340.23
2539,183175.06
2540,176712.72
2541,180688.73
2542,161868.17
2543,126517.39
2544,132650.83
2545,130808.32
2546,137815.55
2547,137759.03
2548,146853.77
2549,165025.23
2550,246613.86
2551,145333.97
2552,130329.41
2553,78490.04
2554,104562.984
2555,126499.82
2556,93087.18
2557,112675.625
2558,167680.19
2559,132144.53
2560,128943.29
2561,140237.19
2562,131385.64
2563,149921.34
2564,182090.3
2565,139646.58
2566,156660.81
2567,125462.9
2568,202714.8
2569,200323.67
2570,135869.69
2571,178354.8
2572,173376.72
2573,250223.75
2574,304414.7
2575,124620.13
2576,128314.85
2577,165875.83
2578,85817.125
2579,82778.58
2580,120989.53
2581,127634.39
2582,117200.41
2583,284866.12
2584,159920.17
2585,181437.7
2586,204100.34
2587,192282.39
2588,162594.33
2589,149224.11
2590,222728.67
2591,224485.94
2592,219691.4
2593,284130.56
2594,179399.69
2595,200703.05
2596,344666.72
2597,185419.88
2598,286800.3
2599,326087.3
2600,156809.78
2601,140730.05
2602,78253.805
2603,95657.125
2604,85966.23
2605,71967.81
2606,147556.22
2607,172324.38
2608,211998.34
2609,164498.56
2610,116494.625
2611,134316.77
2612,150434.77
2613,132039.16
2614,129741.08
2615,152247.47
2616,143226.06
2617,185579.16
2618,191169.05
2619,226791.73
2620,189666.77
2621,180925.06
2622,182562.36
2623,206689.4
2624,275615.38
2625,337549.75
2626,171344.6
2627,179371.48
2628,444968.66
2629,612942.2
2630,353160.7
2631,446322.12
2632,451467.72
2633,323645.25
2634,381552.34
2635,156822.02
2636,181202.56
2637,173610.38
2638,255781.14
2639,185594.27
2640,154455.28
2641,108163.984
2642,188602.3
2643,110690.586
2644,115181.49
2645,105211.46
2646,90519.83
2647,99728.03
2648,142797.6
2649,146323.45
2650,148991.53
2651,145473.95
2652,445187.56
2653,248187.84
2654,241228.28
2655,334408.12
2656,303919.62
2657,337621.88
2658,291735.53
2659,300380.28
2660,338665.6
2661,307582.75
2662,307463.53
2663,278938.5
2664,289714.9
2665,316646.53
2666,288302.34
2667,169234.38
2668,179024.3
2669,177208.45
2670,280356.97
2671,177875.36
2672,182141.94
2673,217322.08
2674,206727.73
2675,161887.73
2676,185171.38
2677,196303.42
2678,256877.95
2679,276677.44
2680,275399.53
2681,449715.62
2682,325502.53
2683,509950.66
2684,315268.75
2685,364201.44
2686,268997.72
2687,358211.9
2688,222601.62
2689,220665.81
2690,481642.4
2691,189781.55
2692,128036.44
2693,193198.92
2694,129793.0
2695,185527.56
2696,181072.98
2697,188193.48
2698,195769.92
2699,170102.4
2700,158999.55
2701,145510.78
2702,111961.57
2703,127312.47
2704,138646.78
2705,120779.65
2706,120011.98
2707,126461.984
2708,137555.84
2709,122473.58
2710,125815.82
2711,285765.44
2712,356223.6
2713,176076.62
2714,148355.64
2715,172750.0
2716,153173.11
2717,186636.08
2718,231452.33
2719,156594.17
2720,160459.36
2721,139866.34
2722,150712.08
2723,141877.48
2724,131716.56
2725,134331.62
2726,145389.62
2727,176575.64
2728,174997.83
2729,142874.58
2730,146900.81
2731,128144.63
2732,119968.52
2733,158853.83
2734,134270.28
2735,136091.9
2736,147500.14
2737,124645.47
2738,126122.31
2739,156678.31
2740,141521.7
2741,143419.12
2742,155401.75
2743,146898.36
2744,152956.9
2745,136631.62
2746,140066.8
2747,165099.28
2748,122692.484
2749,130690.58
2750,142536.23
2751,126875.984
2752,194663.27
2753,155082.1
2754,203339.16
2755,123395.34
2756,102220.89
2757,79863.49
2758,84351.92
2759,162660.39
2760,124877.51
2761,150754.12
2762,147192.48
2763,181504.16
2764,162074.03
2765,270280.78
2766,144029.7
2767,94131.69
2768,127348.91
2769,124081.1
2770,143727.44
2771,115814.0
2772,122676.28
2773,152276.38
2774,135437.97
2775,131414.14
2776,144235.36
2777,145152.61
2778,120627.96
2779,124726.41
2780,105746.16
2781,99185.875
2782,93852.12
2783,107369.73
2784,123960.055
2785,129708.164
2786,76697.34
2787,111411.97
2788,76883.93
2789,200493.95
2790,100448.01
2791,119025.02
2792,56885.766
2793,192464.11
2794,102979.15
2795,124251.86
2796,99967.625
2797,208355.94
2798,123976.234
2799,125458.69
2800,68968.56
2801,110080.66
2802,136657.52
2803,152922.1
2804,141816.64
2805,97182.32
2806,80651.22
2807,145632.03
2808,154464.67
2809,135146.02
2810,139702.25
2811,162523.22
2812,147325.12
2813,143267.16
2814,145656.58
2815,110297.62
2816,272189.56
2817,157202.0
2818,129287.58
2819,172794.1
2820,132573.47
2821,104555.44
2822,201954.52
2823,264243.12
2824,185731.08
2825,148872.75
2826,131412.7
2827,137916.97
2828,221836.48
2829,186075.2
2830,216263.31
2831,177724.6
2832,236669.06
2833,316577.22
2834,208601.36
2835,215090.45
2836,185795.2
2837,161517.1
2838,141954.64
2839,183338.69
2840,193983.45
2841,207871.44
2842,225948.66
2843,160240.06
2844,156780.78
2845,124319.766
2846,214439.25
2847,206140.08
2848,218169.02
2849,206249.11
2850,266826.03
2851,244671.22
2852,219975.38
2853,236162.08
2854,140791.58
2855,197026.16
2856,208627.22
2857,182863.14
2858,192886.44
2859,133139.22
2860,126619.31
2861,130778.66
2862,195868.77
2863,123329.234
2864,255069.34
2865,140817.08
2866,130978.375
2867,91653.586
2868,98043.04
2869,117768.64
2870,140354.86
2871,98420.99
2872,53025.195
2873,105915.76
2874,145469.23
2875,117897.87
2876,154576.39
2877,141964.31
2878,169878.0
2879,146633.2
2880,98143.266
2881,150798.81
2882,179614.22
2883,180814.86
2884,181637.36
2885,213726.86
2886,225448.73
2887,90553.414
2888,127255.9
2889,53163.69
2890,80963.24
2891,133383.03
2892,55989.137
2893,99315.7
2894,50930.6
2895,326762.9
2896,282097.34
2897,221222.9
2898,157695.33
2899,229506.94
2900,164172.34
2901,207757.08
2902,191009.64
2903,363172.38
2904,343405.0
2905,112719.05
2906,197652.25
2907,117789.24
2908,132786.1
2909,141518.31
2910,79402.56
2911,77171.22
2912,151656.77
2913,85603.945
2914,75017.836
2915,83772.16
2916,82246.24
2917,160759.33
2918,113406.05
2919,216264.64
